raw_description,vat_code,cleaned_description,label
DD OCTOPUS ENERGY 3413 UK PLC REF-7846,reduced_rate,dd octopus energy 3413 uk plc ref 7846,2
CARD TFL TRAVEL 6225 UK REF-5375,zero_rated,card tfl travel 6225 uk ref 5375,4
IZ *AVIVA INSURANCE 8658 LEEDS PLC REF-2439,exempt,iz aviva insurance 8658 leeds plc ref 2439,0
SQ *STATIONERY STATION 7883  REF-3643,standard_rate,sq stationery station 7883 ref 3643,3
SQ *DELIVEROO  LTD,standard_rate,sq deliveroo ltd,3
POS UBER EATS  UK,standard_rate,pos uber eats uk,3
Sq *Aldi Stores  Ltd,zero_rated,sq aldi stores ltd,4
pos hsbc bank fees 6879 uk direct ref-4691,exempt,pos hsbc bank fees 6879 uk direct ref 4691,0
CARD AMAZON KINDLE 9956 BIRMINGHAM,zero_rated,card amazon kindle 9956 birmingham,4
DD ASDA SUPERMARKET 9092 LONDON ONLINE,zero_rated,dd asda supermarket 9092 london online,4
"2026-01-31 OWNER DISTRIBUTION - J. HARRISON 6,000.00 26,084.86",standard_rate,2026 01 31 owner distribution j harrison 6 000 00 26 084 86,3
POS AMAZON EU 5577 LONDON LTD REF-5049,standard_rate,pos amazon eu 5577 london ltd ref 5049,3
payment to adobe creative 1484 london ref-5397,standard_rate,payment to adobe creative 1484 london ref 5397,3
card trainline  ref-9934,zero_rated,card trainline ref 9934,4
SQ *ALDI STORES 5495 BRISTOL PLC,zero_rated,sq aldi stores 5495 bristol plc,4
HMRC SHIPLEY 5197  UK,outside_scope,hmrc shipley 5197 uk,1
DD TFL TRAVEL GLASGOW,zero_rated,dd tfl travel glasgow,4
CARD GOOGLE WORKSPACE 5943  UK,standard_rate,card google workspace 5943 uk,3
Card Barclays Bank 8942 Glasgow Online Ref-3954,exempt,card barclays bank 8942 glasgow online ref 3954,0
"Mar 04 Sysco Foods Inc - Inventory ACH-7745 5,100.00 68,714.80",standard_rate,mar 04 sysco foods inc inventory ach 7745 5 100 00 68 714 80,3
DD SAINSBURYS 6538  UK REF-6345,zero_rated,dd sainsburys 6538 uk ref 6345,4
Sq *Stationery Station 3753 Birmingham Online Ref-7395,standard_rate,sq stationery station 3753 birmingham online ref 7395,3
PAYMENT TO ROYAL MAIL 1880  LTD,exempt,payment to royal mail 1880 ltd,0
iz *trainline  direct,zero_rated,iz trainline direct,4
POS SAGE SUBSCRIPTION 7970 LONDON UK,standard_rate,pos sage subscription 7970 london uk,3
DIRECTOR DRAWINGS 2705 LEEDS,outside_scope,director drawings 2705 leeds,1
SQ *LNER TICKETS 7622 BIRMINGHAM STORE REF-9650,zero_rated,sq lner tickets 7622 birmingham store ref 9650,4
CARD POST OFFICE 3912 ONLINE UK,exempt,card post office 3912 online uk,0
PAYMENT TO EON NEXT 9952  ONLINE REF-7378,reduced_rate,payment to eon next 9952 online ref 7378,2
PAYMENT TO PAYROLL TRANSFER ONLINE ONLINE,outside_scope,payment to payroll transfer online online,1
WATERSTONES 9747 BIRMINGHAM ONLINE REF-6703,zero_rated,waterstones 9747 birmingham online ref 6703,4
03/13/2025 GORDON FOOD SERVICE GORDON FOOD SERVICE $730.83,standard_rate,03 13 2025 gordon food service gordon food service 730 83,3
sq *trainline 2175 london online,zero_rated,sq trainline 2175 london online,4
iz *google workspace 7269 online ref-2693,standard_rate,iz google workspace 7269 online ref 2693,3
PAYMENT TO HMRC PAYMENTS  LTD REF-4221,outside_scope,payment to hmrc payments ltd ref 4221,1
"Jan 31 POS Sales Deposit - Weekly DEP-0131 14,950.00 63,904.80",standard_rate,jan 31 pos sales deposit weekly dep 0131 14 950 00 63 904 80,3
card payroll transfer 6135 manchester,outside_scope,card payroll transfer 6135 manchester,1
PAYMENT TO TESCO EXPRESS 3862 ONLINE ONLINE,zero_rated,payment to tesco express 3862 online online,4
payment to payroll transfer 5046 birmingham uk ref-6477,outside_scope,payment to payroll transfer 5046 birmingham uk ref 6477,1
CARD BOOTS UK 2246 LONDON ONLINE,standard_rate,card boots uk 2246 london online,3
SQ *WATERSTONES 945  DIRECT REF-8030,zero_rated,sq waterstones 945 direct ref 8030,4
DD EON NEXT,reduced_rate,dd eon next,2
PAYMENT TO TESCO EXPRESS 6943 ONLINE LTD,zero_rated,payment to tesco express 6943 online ltd,4
PAYMENT TO OCTOPUS ENERGY 6989 BRISTOL DIRECT,reduced_rate,payment to octopus energy 6989 bristol direct,2
SQ *DIRECTOR DRAWINGS 2632 BRISTOL STORE,outside_scope,sq director drawings 2632 bristol store,1
DD TESCO EXPRESS 2408  DIRECT,zero_rated,dd tesco express 2408 direct,4
boots uk 1097 glasgow plc,standard_rate,boots uk 1097 glasgow plc,3
IZ *ROYAL MAIL 8486 LEEDS PLC,exempt,iz royal mail 8486 leeds plc,0
CARD EON NEXT 9904 BRISTOL LTD,reduced_rate,card eon next 9904 bristol ltd,2
pos barclays bank bristol store ref-9477,exempt,pos barclays bank bristol store ref 9477,0
SQ *LIDL GB 3454  ONLINE,zero_rated,sq lidl gb 3454 online,4
DD AMAZON KINDLE LONDON LTD,zero_rated,dd amazon kindle london ltd,4
IZ *TRAINLINE 3644 UK LTD REF-6418,zero_rated,iz trainline 3644 uk ltd ref 6418,4
PAYMENT TO EDF ENERGY LEEDS UK,reduced_rate,payment to edf energy leeds uk,2
sq *waterstones birmingham uk ref-5963,zero_rated,sq waterstones birmingham uk ref 5963,4
POS PAYROLL TRANSFER LEEDS LTD REF-5060,outside_scope,pos payroll transfer leeds ltd ref 5060,1
CARD LNER TICKETS 5529 UK ONLINE,zero_rated,card lner tickets 5529 uk online,4
SQ *AVIVA INSURANCE GLASGOW REF-6175,exempt,sq aviva insurance glasgow ref 6175,0
Pos Barclays Bank 882,exempt,pos barclays bank 882,0
ASDA SUPERMARKET 9539 ONLINE DIRECT,zero_rated,asda supermarket 9539 online direct,4
Iz *Director Drawings  Direct,outside_scope,iz director drawings direct,1
ROYAL MAIL  STORE REF-6856,exempt,royal mail store ref 6856,0
"03/06 UBER EATS PAYOUT MARCH Revenue $520.40 $18,651.90",standard_rate,03 06 uber eats payout march revenue 520 40 18 651 90,3
CARD BARCLAYS BANK 9846  UK,exempt,card barclays bank 9846 uk,0
SQ *MICROSOFT 365 BIRMINGHAM STORE REF-6199,standard_rate,sq microsoft 365 birmingham store ref 6199,3
"Mar 08 Gordon Food Service - Produce ACH-5524 1,560.00 81,034.80",standard_rate,mar 08 gordon food service produce ach 5524 1 560 00 81 034 80,3
DD TESCO STORES 3073 UK DIRECT REF-8141,zero_rated,dd tesco stores 3073 uk direct ref 8141,4
Dd Quickbooks Glasgow Plc Ref-2142,standard_rate,dd quickbooks glasgow plc ref 2142,3
POS HSBC BANK FEES 8663 BRISTOL STORE REF-4300,exempt,pos hsbc bank fees 8663 bristol store ref 4300,0
DD ALDI STORES 6466  LTD REF-9615,zero_rated,dd aldi stores 6466 ltd ref 9615,4
dd westminster council 5105 glasgow online,outside_scope,dd westminster council 5105 glasgow online,1
"Software / Services OpenTable, Square POS 2 $149.00",standard_rate,software services opentable square pos 2 149 00,3
WATERSTONES ONLINE DIRECT,zero_rated,waterstones online direct,4
payment to amazon uk 8956 glasgow direct,standard_rate,payment to amazon uk 8956 glasgow direct,3
payment to xero software  store ref-9711,standard_rate,payment to xero software store ref 9711,3
CARD MICROSOFT 365 8990 LEEDS STORE,standard_rate,card microsoft 365 8990 leeds store,3
Iz *Amazon Kindle 1842  Store,zero_rated,iz amazon kindle 1842 store,4
Iz *Sainsburys 6463 Leeds Ltd,zero_rated,iz sainsburys 6463 leeds ltd,4
POS NATIONAL EXPRESS 7882 LEEDS UK,zero_rated,pos national express 7882 leeds uk,4
dd westminster council manchester plc,outside_scope,dd westminster council manchester plc,1
TRAINLINE 3815 MANCHESTER STORE REF-9099,zero_rated,trainline 3815 manchester store ref 9099,4
CARD TRAINLINE MANCHESTER UK,zero_rated,card trainline manchester uk,4
DD TESCO EXPRESS 4558 LONDON PLC,zero_rated,dd tesco express 4558 london plc,4
Iz *Aviva Insurance 3035 London Ltd,exempt,iz aviva insurance 3035 london ltd,0
POS OCTOPUS ENERGY 317 UK DIRECT,reduced_rate,pos octopus energy 317 uk direct,2
sq *google workspace 5222 bristol,standard_rate,sq google workspace 5222 bristol,3
"2026-02-12 PROPANE - SMOKER FUEL DELIVERY 295.00 34,191.60",standard_rate,2026 02 12 propane smoker fuel delivery 295 00 34 191 60,3
DD TESCO EXPRESS 6897 GLASGOW,zero_rated,dd tesco express 6897 glasgow,4
PAYMENT TO EDF ENERGY 6063  ONLINE REF-5318,reduced_rate,payment to edf energy 6063 online ref 5318,2
PAYMENT TO DELIVEROO 1836 ONLINE UK,standard_rate,payment to deliveroo 1836 online uk,3
iz *sainsburys 6000 uk store,zero_rated,iz sainsburys 6000 uk store,4
CARD LNER TICKETS 8685 GLASGOW PLC REF-4964,zero_rated,card lner tickets 8685 glasgow plc ref 4964,4
CARD XERO SOFTWARE 7207 UK UK,standard_rate,card xero software 7207 uk uk,3
iz *aa breakdown 3187 manchester online ref-5046,exempt,iz aa breakdown 3187 manchester online ref 5046,0
Iz *Microsoft 365 Bristol Plc,standard_rate,iz microsoft 365 bristol plc,3
pos lidl gb 1997  direct,zero_rated,pos lidl gb 1997 direct,4
DIRECTOR DRAWINGS 9029  ONLINE,outside_scope,director drawings 9029 online,1
DD POST OFFICE 2366 ONLINE ONLINE,exempt,dd post office 2366 online online,0
CARD AMAZON KINDLE LEEDS UK REF-9906,zero_rated,card amazon kindle leeds uk ref 9906,4
"2025-04-18 SYSCO FOODS LLC 2,248.49 32,993.75",standard_rate,2025 04 18 sysco foods llc 2 248 49 32 993 75,3
PAYMENT TO ADOBE CREATIVE 1319 BIRMINGHAM LTD REF-9789,standard_rate,payment to adobe creative 1319 birmingham ltd ref 9789,3
IZ *MICROSOFT 365 7034  DIRECT REF-4918,standard_rate,iz microsoft 365 7034 direct ref 4918,3
POS UBER EATS MANCHESTER STORE REF-6657,standard_rate,pos uber eats manchester store ref 6657,3
"NET PROFIT (Q1 2024) $45,621.35",standard_rate,net profit q1 2024 45 621 35,3
"Jan 13 US Foods - Meat & Dairy ACH-9921 3,180.00 43,804.80",standard_rate,jan 13 us foods meat dairy ach 9921 3 180 00 43 804 80,3
First National Bank of Louisville,standard_rate,first national bank of louisville,3
HMRC SHIPLEY 5872 GLASGOW DIRECT REF-4446,outside_scope,hmrc shipley 5872 glasgow direct ref 4446,1
Card Google Workspace  Online,standard_rate,card google workspace online,3
EON NEXT 3367  DIRECT REF-9240,reduced_rate,eon next 3367 direct ref 9240,2
IZ *LINKEDIN PREMIUM 6588 LONDON STORE REF-1616,standard_rate,iz linkedin premium 6588 london store ref 1616,3
pos aviva insurance 5207  plc ref-6002,exempt,pos aviva insurance 5207 plc ref 6002,0
PAYMENT TO XERO SOFTWARE 6414  LTD,standard_rate,payment to xero software 6414 ltd,3
PAYMENT TO WESTMINSTER COUNCIL ONLINE ONLINE REF-8182,outside_scope,payment to westminster council online online ref 8182,1
POS EDF ENERGY 8253 BIRMINGHAM UK,reduced_rate,pos edf energy 8253 birmingham uk,2
DD TESCO EXPRESS GLASGOW STORE REF-1693,zero_rated,dd tesco express glasgow store ref 1693,4
DD SAGE SUBSCRIPTION MANCHESTER PLC REF-3643,standard_rate,dd sage subscription manchester plc ref 3643,3
DD DELIVEROO 2910 LONDON LTD,standard_rate,dd deliveroo 2910 london ltd,3
pos amazon uk 1141 glasgow ref-7668,standard_rate,pos amazon uk 1141 glasgow ref 7668,3
IZ *LINKEDIN PREMIUM 2273 GLASGOW,standard_rate,iz linkedin premium 2273 glasgow,3
"Feb 14 POS Sales Deposit - Valentine's DEP-0214 22,400.00 82,904.80",standard_rate,feb 14 pos sales deposit valentine s dep 0214 22 400 00 82 904 80,3
iz *westminster council 1219 uk plc ref-7952,outside_scope,iz westminster council 1219 uk plc ref 7952,1
IZ *EDF ENERGY 2518 GLASGOW,reduced_rate,iz edf energy 2518 glasgow,2
DIRECTOR DRAWINGS 4223 ONLINE DIRECT,outside_scope,director drawings 4223 online direct,1
IZ *DIRECTOR DRAWINGS 3506  DIRECT,outside_scope,iz director drawings 3506 direct,1
PAYMENT TO AMAZON UK 5021  DIRECT,standard_rate,payment to amazon uk 5021 direct,3
Dd Edf Energy  Plc Ref-2505,reduced_rate,dd edf energy plc ref 2505,2
DD TRAINLINE 1474 LONDON LTD REF-9272,zero_rated,dd trainline 1474 london ltd ref 9272,4
IZ *OCTOPUS ENERGY GLASGOW UK,reduced_rate,iz octopus energy glasgow uk,2
deliveroo 6818  uk,standard_rate,deliveroo 6818 uk,3
IZ *LNER TICKETS 6409 BIRMINGHAM LTD REF-2222,zero_rated,iz lner tickets 6409 birmingham ltd ref 2222,4
Pos Lidl Gb 7693 Bristol,zero_rated,pos lidl gb 7693 bristol,4
Amazon Uk 8348  Uk,standard_rate,amazon uk 8348 uk,3
Payroll Transfer 1214 London Plc,outside_scope,payroll transfer 1214 london plc,1
PAYMENT TO QUICKBOOKS 2005  LTD REF-9208,standard_rate,payment to quickbooks 2005 ltd ref 9208,3
03/15/2025 WHOLE FOODS MARKET WHOLE FOODS MARKET $195.46,standard_rate,03 15 2025 whole foods market whole foods market 195 46,3
"Feb 08 POS Sales Deposit - Weekly DEP-0208 13,750.00 62,664.80",standard_rate,feb 08 pos sales deposit weekly dep 0208 13 750 00 62 664 80,3
sq *hmrc payments  ltd ref-3970,outside_scope,sq hmrc payments ltd ref 3970,1
IZ *TESCO STORES BIRMINGHAM PLC REF-5342,zero_rated,iz tesco stores birmingham plc ref 5342,4
IZ *SAINSBURYS  UK,zero_rated,iz sainsburys uk,4
Card Aviva Insurance 6884 Birmingham Online Ref-5682,exempt,card aviva insurance 6884 birmingham online ref 5682,0
DIRECTOR DRAWINGS 437,outside_scope,director drawings 437,1
SQ *WESTMINSTER COUNCIL  UK REF-3765,outside_scope,sq westminster council uk ref 3765,1
IZ *AMAZON KINDLE 5626 BRISTOL PLC,zero_rated,iz amazon kindle 5626 bristol plc,4
card amazon uk 4442 uk store,standard_rate,card amazon uk 4442 uk store,3
card hmrc payments 6657  plc,outside_scope,card hmrc payments 6657 plc,1
IZ *SAGE SUBSCRIPTION 2569 UK,standard_rate,iz sage subscription 2569 uk,3
Sq *Google Workspace 5556 Birmingham Store Ref-1708,standard_rate,sq google workspace 5556 birmingham store ref 1708,3
"2026-01-27 TOAST POS DEPOSIT 3,050.85 33,245.20",standard_rate,2026 01 27 toast pos deposit 3 050 85 33 245 20,3
CARD UBER EATS 7934  PLC,standard_rate,card uber eats 7934 plc,3
Amazon Uk London Online,standard_rate,amazon uk london online,3
POS DIRECTOR DRAWINGS 8037 MANCHESTER PLC REF-9355,outside_scope,pos director drawings 8037 manchester plc ref 9355,1
Uber Eats 2180 Leeds Ltd,standard_rate,uber eats 2180 leeds ltd,3
iz *microsoft 365 1203 london uk,standard_rate,iz microsoft 365 1203 london uk,3
UBER EATS 2982 BIRMINGHAM ONLINE,standard_rate,uber eats 2982 birmingham online,3
POS AVIVA INSURANCE LEEDS STORE,exempt,pos aviva insurance leeds store,0
CARD MICROSOFT 365 GLASGOW PLC,standard_rate,card microsoft 365 glasgow plc,3
POS SAINSBURYS BRISTOL,zero_rated,pos sainsburys bristol,4
iz *tfl travel 9317 uk uk,zero_rated,iz tfl travel 9317 uk uk,4
"2026-02-27 COMMERCIAL INSURANCE CO 455.00 34,545.04",standard_rate,2026 02 27 commercial insurance co 455 00 34 545 04,3
"Statement Period: February 1 – February 28, 2026",standard_rate,statement period february 1 february 28 2026,3
POS AMAZON EU 3015  ONLINE,standard_rate,pos amazon eu 3015 online,3
payment to british gas 8082  direct,reduced_rate,payment to british gas 8082 direct,2
PAYMENT TO NATIONAL EXPRESS  DIRECT REF-7343,zero_rated,payment to national express direct ref 7343,4
dd royal mail  direct,exempt,dd royal mail direct,0
DD STATIONERY STATION 3879 ONLINE LTD,standard_rate,dd stationery station 3879 online ltd,3
SQ *TESCO EXPRESS 7834 MANCHESTER LTD,zero_rated,sq tesco express 7834 manchester ltd,4
CARD LNER TICKETS BRISTOL ONLINE,zero_rated,card lner tickets bristol online,4
BARCLAYS BANK 5076 BIRMINGHAM PLC,exempt,barclays bank 5076 birmingham plc,0
SQ *WESTMINSTER COUNCIL  PLC REF-6302,outside_scope,sq westminster council plc ref 6302,1
Director Drawings Leeds Direct,outside_scope,director drawings leeds direct,1
CARD WESTMINSTER COUNCIL 8285 LEEDS PLC REF-5173,outside_scope,card westminster council 8285 leeds plc ref 5173,1
DD GOOGLE WORKSPACE 4933 GLASGOW UK REF-6971,standard_rate,dd google workspace 4933 glasgow uk ref 6971,3
Business Checking — Louisville BBQ Co.,standard_rate,business checking louisville bbq co,3
Dataset 2 — Cash Flow Analysis Set (Expanded),standard_rate,dataset 2 cash flow analysis set expanded,3
card royal mail  ltd,exempt,card royal mail ltd,0
"Statement Period: January 1 – January 31, 2026",standard_rate,statement period january 1 january 31 2026,3
CARD UBER EATS UK PLC REF-8702,standard_rate,card uber eats uk plc ref 8702,3
SQ *STATIONERY STATION 7783 LONDON UK,standard_rate,sq stationery station 7783 london uk,3
IZ *GOOGLE WORKSPACE BIRMINGHAM PLC,standard_rate,iz google workspace birmingham plc,3
dd sage subscription 4828 birmingham store ref-4954,standard_rate,dd sage subscription 4828 birmingham store ref 4954,3
"2026-02-05 UBER EATS TRANSFER 645.80 32,566.78",standard_rate,2026 02 05 uber eats transfer 645 80 32 566 78,3
IZ *STATIONERY STATION 9894  PLC,standard_rate,iz stationery station 9894 plc,3
IZ *ROYAL MAIL 7690 BIRMINGHAM,exempt,iz royal mail 7690 birmingham,0
CARD ADOBE CREATIVE 4070  PLC REF-6292,standard_rate,card adobe creative 4070 plc ref 6292,3
microsoft 365 1370,standard_rate,microsoft 365 1370,3
"2025-03-17 MONTHLY SERVICE FEE 25.18 28,544.16",standard_rate,2025 03 17 monthly service fee 25 18 28 544 16,3
PAYMENT TO BRITISH GAS  PLC REF-1812,reduced_rate,payment to british gas plc ref 1812,2
SQ *TESCO STORES 3349 ONLINE ONLINE,zero_rated,sq tesco stores 3349 online online,4
CARD UBER EATS 6087  UK REF-9275,standard_rate,card uber eats 6087 uk ref 9275,3
POS INTRA ACCOUNT TRANSFER  DIRECT,outside_scope,pos intra account transfer direct,1
DD OCTOPUS ENERGY 6208  ONLINE,reduced_rate,dd octopus energy 6208 online,2
POS EDF ENERGY  ONLINE REF-2089,reduced_rate,pos edf energy online ref 2089,2
Royal Mail  Store,exempt,royal mail store,0
Date Description Reference Debit (-) Credit (+) Balance,standard_rate,date description reference debit credit balance,3
PAYMENT TO TRAINLINE 787  DIRECT,zero_rated,payment to trainline 787 direct,4
DD HMRC SHIPLEY 2167  UK,outside_scope,dd hmrc shipley 2167 uk,1
CARD NATIONAL EXPRESS 6376  UK,zero_rated,card national express 6376 uk,4
Pos Lidl Gb 7370 Leeds Uk,zero_rated,pos lidl gb 7370 leeds uk,4
Dd Aviva Insurance 6147 Leeds,exempt,dd aviva insurance 6147 leeds,0
PAYMENT TO AVIVA INSURANCE LEEDS LTD,exempt,payment to aviva insurance leeds ltd,0
MICROSOFT 365 5713 BRISTOL UK,standard_rate,microsoft 365 5713 bristol uk,3
Pos Aviva Insurance Manchester Uk,exempt,pos aviva insurance manchester uk,0
DD HMRC PAYMENTS 4939 UK,outside_scope,dd hmrc payments 4939 uk,1
"Feb 01 Sysco Foods Inc - Inventory ACH-7743 4,620.00 59,284.80",standard_rate,feb 01 sysco foods inc inventory ach 7743 4 620 00 59 284 80,3
DD GOOGLE WORKSPACE ONLINE DIRECT REF-4207,standard_rate,dd google workspace online direct ref 4207,3
CARD HSBC BANK FEES  PLC,exempt,card hsbc bank fees plc,0
"2026-03-05 UBER EATS TRANSFER 670.25 38,163.94",standard_rate,2026 03 05 uber eats transfer 670 25 38 163 94,3
PAYMENT TO INTRA ACCOUNT TRANSFER BRISTOL DIRECT REF-4524,outside_scope,payment to intra account transfer bristol direct ref 4524,1
CARD BARCLAYS BANK 8857 UK DIRECT,exempt,card barclays bank 8857 uk direct,0
PAYMENT TO TFL TRAVEL BIRMINGHAM UK,zero_rated,payment to tfl travel birmingham uk,4
QUICKBOOKS 7624 BRISTOL ONLINE REF-5875,standard_rate,quickbooks 7624 bristol online ref 5875,3
PAYMENT TO BRITISH GAS  DIRECT REF-5441,reduced_rate,payment to british gas direct ref 5441,2
SQ *ADOBE CREATIVE 8742  REF-5471,standard_rate,sq adobe creative 8742 ref 5471,3
Sq *Westminster Council Birmingham Online,outside_scope,sq westminster council birmingham online,1
Payment To Microsoft 365  Ltd Ref-9567,standard_rate,payment to microsoft 365 ltd ref 9567,3
IZ *OCTOPUS ENERGY 792 BIRMINGHAM LTD,reduced_rate,iz octopus energy 792 birmingham ltd,2
DD TRAINLINE 3572 BIRMINGHAM DIRECT,zero_rated,dd trainline 3572 birmingham direct,4
barclays bank 6747 glasgow ltd,exempt,barclays bank 6747 glasgow ltd,0
british gas 7313  ref-8434,reduced_rate,british gas 7313 ref 8434,2
SQ *TESCO STORES 9532  ONLINE,zero_rated,sq tesco stores 9532 online,4
POS LINKEDIN PREMIUM 9347 LEEDS ONLINE,standard_rate,pos linkedin premium 9347 leeds online,3
DD ALDI STORES 345  PLC REF-7767,zero_rated,dd aldi stores 345 plc ref 7767,4
Sainsburys 4021 Leeds Direct,zero_rated,sainsburys 4021 leeds direct,4
PAYMENT TO ASDA SUPERMARKET 2038  DIRECT,zero_rated,payment to asda supermarket 2038 direct,4
POS AMAZON UK 6008  UK REF-5021,standard_rate,pos amazon uk 6008 uk ref 5021,3
iz *tfl travel 3550  ltd,zero_rated,iz tfl travel 3550 ltd,4
DELIVEROO 7846  PLC,standard_rate,deliveroo 7846 plc,3
POS MICROSOFT 365 3147 LONDON PLC,standard_rate,pos microsoft 365 3147 london plc,3
