raw_description,vat_code,base_merchant
POS AVIVA INSURANCE 2533 UK ONLINE REF-2230,exempt,AVIVA INSURANCE
ALDI STORES  ONLINE REF-6316,zero_rated,ALDI STORES
CARD EON NEXT 8083 ONLINE LTD REF-4680,reduced_rate,EON NEXT
CARD XERO SOFTWARE 7207 UK UK,standard_rate,XERO SOFTWARE
PAYMENT TO DIRECTOR DRAWINGS 238 ONLINE PLC,outside_scope,DIRECTOR DRAWINGS
Payment To Asda Supermarket 9541  Uk Ref-9021,zero_rated,ASDA SUPERMARKET
DD HSBC BANK FEES LONDON PLC REF-8019,exempt,HSBC BANK FEES
IZ *MICROSOFT 365 9301  PLC REF-4389,standard_rate,MICROSOFT 365
HSBC BANK FEES BIRMINGHAM LTD,exempt,HSBC BANK FEES
SQ *ADOBE CREATIVE 6946 ONLINE LTD,standard_rate,ADOBE CREATIVE
payment to aviva insurance leeds uk ref-7080,exempt,AVIVA INSURANCE
payment to boots uk 1198 london store,standard_rate,BOOTS UK
IZ *AMAZON EU 949 LONDON STORE REF-6292,standard_rate,AMAZON EU
DD UBER EATS  ONLINE REF-5088,standard_rate,UBER EATS
PAYMENT TO ALDI STORES 7979 BIRMINGHAM STORE,zero_rated,ALDI STORES
DD AMAZON KINDLE 1788 LEEDS ONLINE REF-9230,zero_rated,AMAZON KINDLE
SQ *MICROSOFT 365 9117 BIRMINGHAM REF-5494,standard_rate,MICROSOFT 365
IZ *BRITISH GAS 9284 LONDON ONLINE,reduced_rate,BRITISH GAS
TFL TRAVEL 5895 BIRMINGHAM PLC,zero_rated,TFL TRAVEL
DD MICROSOFT 365 LONDON UK REF-9044,standard_rate,MICROSOFT 365
GOOGLE WORKSPACE 9838 UK STORE,standard_rate,GOOGLE WORKSPACE
Sq *Tesco Stores 4150 Uk Direct Ref-5543,zero_rated,TESCO STORES
Card Linkedin Premium 6025 London Direct,standard_rate,LINKEDIN PREMIUM
card payroll transfer 6837 birmingham plc,outside_scope,PAYROLL TRANSFER
IZ *NATIONAL EXPRESS GLASGOW PLC REF-5817,zero_rated,NATIONAL EXPRESS
card microsoft 365 2614 uk ltd,standard_rate,MICROSOFT 365
IZ *DIRECTOR DRAWINGS 577 LEEDS UK,outside_scope,DIRECTOR DRAWINGS
pos lidl gb uk direct,zero_rated,LIDL GB
Dd Amazon Kindle 3536 Bristol Direct,zero_rated,AMAZON KINDLE
DD EON NEXT 6050 BRISTOL DIRECT REF-6206,reduced_rate,EON NEXT
CARD BOOTS UK 1445  REF-5634,standard_rate,BOOTS UK
PAYMENT TO POST OFFICE 1338  STORE REF-9120,exempt,POST OFFICE
DD HMRC PAYMENTS 6498 BRISTOL UK REF-6658,outside_scope,HMRC PAYMENTS
IZ *NATIONAL EXPRESS 3849 LONDON STORE REF-2943,zero_rated,NATIONAL EXPRESS
SQ *HSBC BANK FEES GLASGOW DIRECT,exempt,HSBC BANK FEES
Dd Google Workspace 3312 Birmingham Uk Ref-6717,standard_rate,GOOGLE WORKSPACE
PAYMENT TO LNER TICKETS 6213  LTD,zero_rated,LNER TICKETS
pos payroll transfer  direct ref-3027,outside_scope,PAYROLL TRANSFER
Royal Mail  Direct,exempt,ROYAL MAIL
IZ *AA BREAKDOWN 7935  STORE,exempt,AA BREAKDOWN
POS BOOTS UK,standard_rate,BOOTS UK
POS WESTMINSTER COUNCIL BRISTOL LTD,outside_scope,WESTMINSTER COUNCIL
POS AMAZON EU 8715,standard_rate,AMAZON EU
Pos Sainsburys 1001  Direct,zero_rated,SAINSBURYS
CARD AVIVA INSURANCE 2871  ONLINE,exempt,AVIVA INSURANCE
Hsbc Bank Fees 957  Direct,exempt,HSBC BANK FEES
payment to lidl gb birmingham online ref-7813,zero_rated,LIDL GB
Westminster Council 8872 Birmingham Store,outside_scope,WESTMINSTER COUNCIL
DD GOOGLE WORKSPACE 2810 GLASGOW DIRECT REF-6128,standard_rate,GOOGLE WORKSPACE
iz *waterstones 8223 uk store,zero_rated,WATERSTONES
dd eon next 7604 bristol online ref-4999,reduced_rate,EON NEXT
DD INTRA ACCOUNT TRANSFER UK PLC,outside_scope,INTRA ACCOUNT TRANSFER
Card Trainline  Store,zero_rated,TRAINLINE
pos amazon uk 7146 bristol plc,standard_rate,AMAZON UK
POS NATIONAL EXPRESS 7965 BIRMINGHAM ONLINE,zero_rated,NATIONAL EXPRESS
DD AMAZON KINDLE 4179 LONDON UK REF-4440,zero_rated,AMAZON KINDLE
pos sage subscription london online,standard_rate,SAGE SUBSCRIPTION
DD ADOBE CREATIVE  DIRECT,standard_rate,ADOBE CREATIVE
CARD HMRC SHIPLEY 578 BRISTOL ONLINE,outside_scope,HMRC SHIPLEY
IZ *TESCO STORES 9937  PLC REF-1672,zero_rated,TESCO STORES
CARD AVIVA INSURANCE  STORE REF-7404,exempt,AVIVA INSURANCE
PAYMENT TO QUICKBOOKS LONDON LTD,standard_rate,QUICKBOOKS
Director Drawings Leeds Direct,outside_scope,DIRECTOR DRAWINGS
SQ *GOOGLE WORKSPACE 625  LTD REF-9325,standard_rate,GOOGLE WORKSPACE
iz *director drawings 8649 online uk,outside_scope,DIRECTOR DRAWINGS
DD SAGE SUBSCRIPTION 225 BIRMINGHAM REF-8154,standard_rate,SAGE SUBSCRIPTION
dd post office 4834  online ref-3445,exempt,POST OFFICE
CARD SAINSBURYS 4340 MANCHESTER ONLINE REF-2228,zero_rated,SAINSBURYS
POS WESTMINSTER COUNCIL  ONLINE REF-1161,outside_scope,WESTMINSTER COUNCIL
DD EDF ENERGY 1103  DIRECT,reduced_rate,EDF ENERGY
SQ *DELIVEROO 7382  DIRECT,standard_rate,DELIVEROO
PAYMENT TO BRITISH GAS 1385 BIRMINGHAM REF-4679,reduced_rate,BRITISH GAS
HMRC PAYMENTS LEEDS,outside_scope,HMRC PAYMENTS
Dd British Gas 6622 Manchester Direct Ref-8925,reduced_rate,BRITISH GAS
CARD WESTMINSTER COUNCIL 8635 LEEDS LTD,outside_scope,WESTMINSTER COUNCIL
DD ROYAL MAIL BIRMINGHAM ONLINE,exempt,ROYAL MAIL
LIDL GB  UK,zero_rated,LIDL GB
Asda Supermarket  Direct Ref-4460,zero_rated,ASDA SUPERMARKET
IZ *WESTMINSTER COUNCIL 6921,outside_scope,WESTMINSTER COUNCIL
IZ *TESCO STORES GLASGOW ONLINE,zero_rated,TESCO STORES
POS INTRA ACCOUNT TRANSFER  DIRECT,outside_scope,INTRA ACCOUNT TRANSFER
PAYMENT TO TFL TRAVEL BIRMINGHAM UK REF-1221,zero_rated,TFL TRAVEL
SQ *BOOTS UK 4903  UK REF-8087,standard_rate,BOOTS UK
DD WATERSTONES ONLINE PLC REF-3038,zero_rated,WATERSTONES
POS PAYROLL TRANSFER ONLINE REF-4242,outside_scope,PAYROLL TRANSFER
PAYMENT TO STATIONERY STATION 8400  REF-4564,standard_rate,STATIONERY STATION
Pos National Express 3685  Store Ref-4898,zero_rated,NATIONAL EXPRESS
PAYMENT TO HSBC BANK FEES 6753 ONLINE,exempt,HSBC BANK FEES
POS AMAZON EU  DIRECT REF-2146,standard_rate,AMAZON EU
CARD NATIONAL EXPRESS 8649 BIRMINGHAM LTD,zero_rated,NATIONAL EXPRESS
PAYMENT TO LINKEDIN PREMIUM 282 MANCHESTER STORE,standard_rate,LINKEDIN PREMIUM
CARD EON NEXT 9904 BRISTOL LTD,reduced_rate,EON NEXT
Sq *Hmrc Payments 4325 Uk Online Ref-1642,outside_scope,HMRC PAYMENTS
PAYMENT TO ASDA SUPERMARKET 5537  LTD,zero_rated,ASDA SUPERMARKET
iz *asda supermarket 1393 leeds,zero_rated,ASDA SUPERMARKET
PAYMENT TO OCTOPUS ENERGY 6989 BRISTOL DIRECT,reduced_rate,OCTOPUS ENERGY
Amazon Uk 791 Birmingham Uk Ref-8960,standard_rate,AMAZON UK
IZ *GOOGLE WORKSPACE 2834 ONLINE LTD REF-9694,standard_rate,GOOGLE WORKSPACE
pos sage subscription 5169 manchester plc ref-1265,standard_rate,SAGE SUBSCRIPTION
PAYMENT TO ASDA SUPERMARKET 2945 BIRMINGHAM REF-3103,zero_rated,ASDA SUPERMARKET
POS DELIVEROO  REF-8119,standard_rate,DELIVEROO
POS EDF ENERGY  ONLINE REF-9669,reduced_rate,EDF ENERGY
intra account transfer 8618  store ref-8714,outside_scope,INTRA ACCOUNT TRANSFER
dd aa breakdown 7164 manchester plc ref-7995,exempt,AA BREAKDOWN
POS WESTMINSTER COUNCIL 4653 GLASGOW ONLINE REF-1519,outside_scope,WESTMINSTER COUNCIL
DD XERO SOFTWARE 4665 LEEDS STORE,standard_rate,XERO SOFTWARE
SQ *BRITISH GAS 9802 GLASGOW ONLINE REF-8756,reduced_rate,BRITISH GAS
Sq *Trainline 9483 Online Store Ref-5856,zero_rated,TRAINLINE
PAYMENT TO ALDI STORES 8684  STORE REF-2363,zero_rated,ALDI STORES
DD DELIVEROO  LTD,standard_rate,DELIVEROO
Pos Amazon Uk 7676 Leeds Store,standard_rate,AMAZON UK
IZ *BOOTS UK 7780  LTD,standard_rate,BOOTS UK
IZ *DIRECTOR DRAWINGS 5126  DIRECT,outside_scope,DIRECTOR DRAWINGS
PAYMENT TO EON NEXT 9952  ONLINE REF-7378,reduced_rate,EON NEXT
TRAINLINE 4458 BIRMINGHAM UK,zero_rated,TRAINLINE
POS MICROSOFT 365 1548 GLASGOW REF-8500,standard_rate,MICROSOFT 365
PAYMENT TO AA BREAKDOWN 1400 BRISTOL,exempt,AA BREAKDOWN
DD XERO SOFTWARE 1505 ONLINE ONLINE REF-7245,standard_rate,XERO SOFTWARE
PAYMENT TO TESCO EXPRESS  STORE,zero_rated,TESCO EXPRESS
NATIONAL EXPRESS 5537 ONLINE UK REF-1627,zero_rated,NATIONAL EXPRESS
sq *director drawings 6351  direct,outside_scope,DIRECTOR DRAWINGS
SQ *GOOGLE WORKSPACE 6417  REF-6625,standard_rate,GOOGLE WORKSPACE
PAYMENT TO AMAZON EU LEEDS LTD,standard_rate,AMAZON EU
SQ *ADOBE CREATIVE  PLC,standard_rate,ADOBE CREATIVE
national express glasgow online ref-1102,zero_rated,NATIONAL EXPRESS
Pos Post Office 5912 Birmingham Online Ref-1834,exempt,POST OFFICE
POS WESTMINSTER COUNCIL 6241 BIRMINGHAM ONLINE,outside_scope,WESTMINSTER COUNCIL
SQ *TESCO EXPRESS 7834 MANCHESTER LTD,zero_rated,TESCO EXPRESS
IZ *AMAZON UK 561 BRISTOL UK,standard_rate,AMAZON UK
IZ *POST OFFICE 1096 MANCHESTER,exempt,POST OFFICE
IZ *PAYROLL TRANSFER 2102  STORE,outside_scope,PAYROLL TRANSFER
sq *payroll transfer leeds uk,outside_scope,PAYROLL TRANSFER
iz *post office 2194 leeds ref-6341,exempt,POST OFFICE
POS LINKEDIN PREMIUM 3311  ONLINE REF-1180,standard_rate,LINKEDIN PREMIUM
POS INTRA ACCOUNT TRANSFER 3790  DIRECT,outside_scope,INTRA ACCOUNT TRANSFER
DD AVIVA INSURANCE 1825 UK ONLINE REF-5067,exempt,AVIVA INSURANCE
iz *barclays bank uk plc ref-3622,exempt,BARCLAYS BANK
POS HMRC SHIPLEY UK,outside_scope,HMRC SHIPLEY
SQ *AVIVA INSURANCE 3460 UK UK,exempt,AVIVA INSURANCE
STATIONERY STATION 9134 GLASGOW PLC,standard_rate,STATIONERY STATION
amazon uk 8828 bristol online ref-8106,standard_rate,AMAZON UK
IZ *NATIONAL EXPRESS LEEDS REF-1080,zero_rated,NATIONAL EXPRESS
card director drawings 762  online,outside_scope,DIRECTOR DRAWINGS
AA BREAKDOWN  PLC,exempt,AA BREAKDOWN
UBER EATS 4306 MANCHESTER,standard_rate,UBER EATS
PAYMENT TO EON NEXT 9655 LONDON UK,reduced_rate,EON NEXT
UBER EATS 952  STORE,standard_rate,UBER EATS
microsoft 365 9079 uk store ref-3308,standard_rate,MICROSOFT 365
IZ *QUICKBOOKS 8136,standard_rate,QUICKBOOKS
google workspace 1845  online,standard_rate,GOOGLE WORKSPACE
CARD MICROSOFT 365 BRISTOL STORE REF-9620,standard_rate,MICROSOFT 365
POS AMAZON UK 1358 BIRMINGHAM STORE,standard_rate,AMAZON UK
CARD EDF ENERGY ONLINE PLC,reduced_rate,EDF ENERGY
IZ *XERO SOFTWARE 9895 UK PLC,standard_rate,XERO SOFTWARE
Pos Sage Subscription Glasgow Plc,standard_rate,SAGE SUBSCRIPTION
PAYMENT TO DELIVEROO GLASGOW STORE,standard_rate,DELIVEROO
PAYMENT TO AMAZON UK UK,standard_rate,AMAZON UK
Quickbooks Glasgow Ltd Ref-9569,standard_rate,QUICKBOOKS
PAYMENT TO BOOTS UK  DIRECT REF-4296,standard_rate,BOOTS UK
CARD AVIVA INSURANCE 7084 LONDON STORE,exempt,AVIVA INSURANCE
IZ *QUICKBOOKS 9677  LTD,standard_rate,QUICKBOOKS
card hmrc payments 6657  plc,outside_scope,HMRC PAYMENTS
Iz *Quickbooks 1193  Online Ref-5162,standard_rate,QUICKBOOKS
iz *waterstones 5961  direct,zero_rated,WATERSTONES
CARD PAYROLL TRANSFER 7166  PLC,outside_scope,PAYROLL TRANSFER
IZ *XERO SOFTWARE  PLC,standard_rate,XERO SOFTWARE
pos stationery station  uk ref-1400,standard_rate,STATIONERY STATION
iz *waterstones 7106 glasgow uk,zero_rated,WATERSTONES
IZ *WATERSTONES 8881 LEEDS UK,zero_rated,WATERSTONES
tesco express  online ref-7220,zero_rated,TESCO EXPRESS
PAYMENT TO ROYAL MAIL 1880  LTD,exempt,ROYAL MAIL
xero software 3187  direct,standard_rate,XERO SOFTWARE
payment to tfl travel 7108 manchester direct ref-6983,zero_rated,TFL TRAVEL
DD HMRC PAYMENTS 1558 GLASGOW PLC REF-1015,outside_scope,HMRC PAYMENTS
PAYMENT TO AMAZON UK 8205 LONDON STORE,standard_rate,AMAZON UK
PAYMENT TO BOOTS UK 656 LONDON UK REF-2481,standard_rate,BOOTS UK
POS BOOTS UK 1915  PLC REF-5097,standard_rate,BOOTS UK
iz *lner tickets 8547  plc,zero_rated,LNER TICKETS
SQ *TRAINLINE 9613  REF-3215,zero_rated,TRAINLINE
POS DELIVEROO 2116  DIRECT,standard_rate,DELIVEROO
DD TESCO EXPRESS 5155 UK DIRECT,zero_rated,TESCO EXPRESS
sq *british gas 7835  online,reduced_rate,BRITISH GAS
CARD EON NEXT 566 BRISTOL DIRECT REF-6432,reduced_rate,EON NEXT
deliveroo birmingham direct ref-1383,standard_rate,DELIVEROO
payment to aa breakdown 4848 uk online,exempt,AA BREAKDOWN
IZ *AMAZON UK 5456 ONLINE LTD,standard_rate,AMAZON UK
sq *stationery station 9085 london store ref-9503,standard_rate,STATIONERY STATION
IZ *TESCO EXPRESS  STORE,zero_rated,TESCO EXPRESS
CARD ALDI STORES 8930 GLASGOW REF-4110,zero_rated,ALDI STORES
Google Workspace 5178 Glasgow Plc,standard_rate,GOOGLE WORKSPACE
EDF ENERGY 6022 MANCHESTER ONLINE REF-2079,reduced_rate,EDF ENERGY
CARD DIRECTOR DRAWINGS  LTD,outside_scope,DIRECTOR DRAWINGS
POS MICROSOFT 365  ONLINE REF-8915,standard_rate,MICROSOFT 365
DD AMAZON EU 1217 UK UK,standard_rate,AMAZON EU
POS AVIVA INSURANCE 5959 UK PLC REF-7912,exempt,AVIVA INSURANCE
INTRA ACCOUNT TRANSFER 5221  DIRECT,outside_scope,INTRA ACCOUNT TRANSFER
Pos Deliveroo 2234 Bristol Direct Ref-9043,standard_rate,DELIVEROO
POS AVIVA INSURANCE GLASGOW LTD,exempt,AVIVA INSURANCE
IZ *TFL TRAVEL,zero_rated,TFL TRAVEL
TFL TRAVEL 4289  LTD,zero_rated,TFL TRAVEL
POS BOOTS UK 3525 LONDON DIRECT REF-7945,standard_rate,BOOTS UK
PAYMENT TO EON NEXT 7001  UK REF-8667,reduced_rate,EON NEXT
PAYMENT TO LNER TICKETS 9163 BIRMINGHAM STORE,zero_rated,LNER TICKETS
DD BARCLAYS BANK 9800 ONLINE UK,exempt,BARCLAYS BANK
IZ *WESTMINSTER COUNCIL 6592  UK REF-4803,outside_scope,WESTMINSTER COUNCIL
National Express  Online Ref-2409,zero_rated,NATIONAL EXPRESS
iz *intra account transfer 5725  plc,outside_scope,INTRA ACCOUNT TRANSFER
ALDI STORES 9540  DIRECT REF-2562,zero_rated,ALDI STORES
PAYMENT TO EDF ENERGY 7216 ONLINE REF-3830,reduced_rate,EDF ENERGY
SQ *UBER EATS 8397 ONLINE LTD,standard_rate,UBER EATS
payment to aldi stores  store,zero_rated,ALDI STORES
iz *barclays bank 2543 london ltd,exempt,BARCLAYS BANK
Payment To Xero Software 5451 Bristol,standard_rate,XERO SOFTWARE
SQ *HSBC BANK FEES 5640  ONLINE REF-1765,exempt,HSBC BANK FEES
IZ *NATIONAL EXPRESS 9495  UK REF-7160,zero_rated,NATIONAL EXPRESS
Card Deliveroo Manchester Direct Ref-4281,standard_rate,DELIVEROO
POS LNER TICKETS 5263 GLASGOW DIRECT REF-5391,zero_rated,LNER TICKETS
DD TESCO STORES 1227  STORE REF-7054,zero_rated,TESCO STORES
EDF ENERGY  LTD,reduced_rate,EDF ENERGY
IZ *BRITISH GAS 5773 UK STORE REF-2661,reduced_rate,BRITISH GAS
IZ *QUICKBOOKS 5046 ONLINE,standard_rate,QUICKBOOKS
IZ *TESCO EXPRESS ONLINE STORE REF-1517,zero_rated,TESCO EXPRESS
PAYMENT TO POST OFFICE BIRMINGHAM UK REF-4432,exempt,POST OFFICE
CARD LNER TICKETS MANCHESTER,zero_rated,LNER TICKETS
CARD LIDL GB 4518 LEEDS PLC,zero_rated,LIDL GB
card royal mail 8922 glasgow ltd ref-8613,exempt,ROYAL MAIL
PAYMENT TO HMRC SHIPLEY  ONLINE,outside_scope,HMRC SHIPLEY
DD BOOTS UK ONLINE PLC,standard_rate,BOOTS UK
POS UBER EATS GLASGOW REF-1981,standard_rate,UBER EATS
SQ *WESTMINSTER COUNCIL LEEDS PLC REF-6863,outside_scope,WESTMINSTER COUNCIL
IZ *AMAZON KINDLE 9481  STORE,zero_rated,AMAZON KINDLE
Dd Amazon Eu Bristol,standard_rate,AMAZON EU
SQ *QUICKBOOKS 9284 LEEDS UK,standard_rate,QUICKBOOKS
IZ *OCTOPUS ENERGY  ONLINE,reduced_rate,OCTOPUS ENERGY
CARD ASDA SUPERMARKET 4337  STORE,zero_rated,ASDA SUPERMARKET
IZ *AMAZON UK MANCHESTER,standard_rate,AMAZON UK
IZ *TFL TRAVEL 6832 LONDON PLC REF-3418,zero_rated,TFL TRAVEL
DD BARCLAYS BANK 7807 LONDON UK,exempt,BARCLAYS BANK
IZ *ASDA SUPERMARKET 4350 UK PLC REF-7628,zero_rated,ASDA SUPERMARKET
SQ *TRAINLINE 3735 MANCHESTER UK REF-2674,zero_rated,TRAINLINE
payment to amazon kindle 1954 uk direct,zero_rated,AMAZON KINDLE
POS HMRC PAYMENTS 5161  STORE REF-2024,outside_scope,HMRC PAYMENTS
SQ *TFL TRAVEL 860 ONLINE LTD,zero_rated,TFL TRAVEL
CARD TESCO STORES 7528 MANCHESTER LTD REF-6977,zero_rated,TESCO STORES
CARD NATIONAL EXPRESS 7469 ONLINE,zero_rated,NATIONAL EXPRESS
BOOTS UK GLASGOW LTD REF-5088,standard_rate,BOOTS UK
Card Hmrc Payments Glasgow Plc Ref-7394,outside_scope,HMRC PAYMENTS
CARD HMRC PAYMENTS 6344  PLC,outside_scope,HMRC PAYMENTS
westminster council 890  online,outside_scope,WESTMINSTER COUNCIL
POS WATERSTONES 110  DIRECT,zero_rated,WATERSTONES
CARD AMAZON KINDLE,zero_rated,AMAZON KINDLE
CARD LNER TICKETS,zero_rated,LNER TICKETS
Pos Tfl Travel 9464  Plc,zero_rated,TFL TRAVEL
Card Edf Energy 2303  Plc,reduced_rate,EDF ENERGY
CARD ROYAL MAIL 9131  ONLINE,exempt,ROYAL MAIL
SQ *LIDL GB  DIRECT,zero_rated,LIDL GB
Iz *National Express Uk,zero_rated,NATIONAL EXPRESS
SQ *AMAZON UK BRISTOL ONLINE,standard_rate,AMAZON UK
Iz *Uber Eats 1717  Uk,standard_rate,UBER EATS
IZ *HSBC BANK FEES 369  DIRECT,exempt,HSBC BANK FEES
SQ *WESTMINSTER COUNCIL  PLC REF-6302,outside_scope,WESTMINSTER COUNCIL
DD OCTOPUS ENERGY 2993  LTD REF-1718,reduced_rate,OCTOPUS ENERGY
payment to amazon kindle birmingham plc ref-5317,zero_rated,AMAZON KINDLE
IZ *EON NEXT MANCHESTER STORE,reduced_rate,EON NEXT
Hmrc Payments 9543 Glasgow Direct,outside_scope,HMRC PAYMENTS
pos sainsburys 2825  ltd ref-9078,zero_rated,SAINSBURYS
Pos Lidl Gb 9658  Uk,zero_rated,LIDL GB
CARD GOOGLE WORKSPACE 2537 LONDON UK,standard_rate,GOOGLE WORKSPACE
PAYMENT TO AA BREAKDOWN BRISTOL,exempt,AA BREAKDOWN
IZ *ROYAL MAIL 762  LTD,exempt,ROYAL MAIL
POS BARCLAYS BANK 8765  ONLINE,exempt,BARCLAYS BANK
SQ *LIDL GB BRISTOL DIRECT REF-1870,zero_rated,LIDL GB
IZ *TFL TRAVEL 5656 LONDON DIRECT REF-9690,zero_rated,TFL TRAVEL
POS DELIVEROO 8974 GLASGOW ONLINE,standard_rate,DELIVEROO
Iz *Eon Next 2071  Store Ref-6871,reduced_rate,EON NEXT
CARD TRAINLINE 5469  DIRECT,zero_rated,TRAINLINE
DD LINKEDIN PREMIUM 4034 ONLINE UK,standard_rate,LINKEDIN PREMIUM
Sq *Royal Mail 5101  Uk,exempt,ROYAL MAIL
LNER TICKETS MANCHESTER PLC,zero_rated,LNER TICKETS
PAYMENT TO STATIONERY STATION 1082  ONLINE REF-9951,standard_rate,STATIONERY STATION
CARD WESTMINSTER COUNCIL 8154 ONLINE LTD,outside_scope,WESTMINSTER COUNCIL
PAYMENT TO LIDL GB  UK,zero_rated,LIDL GB
DD PAYROLL TRANSFER 302 ONLINE PLC,outside_scope,PAYROLL TRANSFER
Dd Amazon Eu 3978 Glasgow Uk Ref-8184,standard_rate,AMAZON EU
PAYMENT TO HMRC PAYMENTS 1442 MANCHESTER DIRECT,outside_scope,HMRC PAYMENTS
PAYMENT TO BOOTS UK 2845  LTD,standard_rate,BOOTS UK
PAYMENT TO ASDA SUPERMARKET 171 BIRMINGHAM DIRECT,zero_rated,ASDA SUPERMARKET
LINKEDIN PREMIUM  PLC REF-7061,standard_rate,LINKEDIN PREMIUM
IZ *LNER TICKETS 4358  ONLINE,zero_rated,LNER TICKETS
DD INTRA ACCOUNT TRANSFER 5764 BIRMINGHAM DIRECT,outside_scope,INTRA ACCOUNT TRANSFER
CARD HMRC SHIPLEY LEEDS STORE,outside_scope,HMRC SHIPLEY
Dd Tfl Travel 5161 Bristol Direct,zero_rated,TFL TRAVEL
DD INTRA ACCOUNT TRANSFER GLASGOW PLC,outside_scope,INTRA ACCOUNT TRANSFER
SQ *NATIONAL EXPRESS 1140  DIRECT REF-8559,zero_rated,NATIONAL EXPRESS
POS EON NEXT UK REF-7144,reduced_rate,EON NEXT
POS ALDI STORES 9260 MANCHESTER ONLINE REF-6703,zero_rated,ALDI STORES
PAYMENT TO ASDA SUPERMARKET 2596 BRISTOL UK,zero_rated,ASDA SUPERMARKET
POS PAYROLL TRANSFER LONDON LTD,outside_scope,PAYROLL TRANSFER
POS AMAZON KINDLE 5586 BIRMINGHAM LTD,zero_rated,AMAZON KINDLE
DD SAINSBURYS  ONLINE,zero_rated,SAINSBURYS
PAYMENT TO ASDA SUPERMARKET ONLINE PLC,zero_rated,ASDA SUPERMARKET
Card Payroll Transfer 4314  Store,outside_scope,PAYROLL TRANSFER
iz *aldi stores online uk,zero_rated,ALDI STORES
Sainsburys 5978  Plc Ref-1462,zero_rated,SAINSBURYS
PAYMENT TO EDF ENERGY 3332 LEEDS UK REF-9115,reduced_rate,EDF ENERGY
IZ *HSBC BANK FEES 5261  LTD,exempt,HSBC BANK FEES
PAYMENT TO TESCO STORES 4236  DIRECT REF-8827,zero_rated,TESCO STORES
IZ *SAGE SUBSCRIPTION  LTD REF-4214,standard_rate,SAGE SUBSCRIPTION
card xero software 4352  uk ref-8067,standard_rate,XERO SOFTWARE
POS XERO SOFTWARE 4106 LEEDS LTD,standard_rate,XERO SOFTWARE
CARD DELIVEROO 4243  LTD,standard_rate,DELIVEROO
CARD OCTOPUS ENERGY 5449 GLASGOW STORE,reduced_rate,OCTOPUS ENERGY
CARD BRITISH GAS 8374  UK REF-9096,reduced_rate,BRITISH GAS
IZ *SAGE SUBSCRIPTION MANCHESTER UK,standard_rate,SAGE SUBSCRIPTION
SQ *MICROSOFT 365 2818 GLASGOW STORE,standard_rate,MICROSOFT 365
Iz *Director Drawings 9577 Leeds Direct,outside_scope,DIRECTOR DRAWINGS
IZ *XERO SOFTWARE,standard_rate,XERO SOFTWARE
IZ *BRITISH GAS LONDON,reduced_rate,BRITISH GAS
AMAZON UK  ONLINE,standard_rate,AMAZON UK
card aa breakdown 5899 online online,exempt,AA BREAKDOWN
POS ASDA SUPERMARKET UK LTD REF-7704,zero_rated,ASDA SUPERMARKET
DD TESCO EXPRESS GLASGOW STORE REF-1693,zero_rated,TESCO EXPRESS
Card Lner Tickets  Uk,zero_rated,LNER TICKETS
CARD HMRC SHIPLEY 9611,outside_scope,HMRC SHIPLEY
PAYMENT TO AA BREAKDOWN 3010 LEEDS LTD,exempt,AA BREAKDOWN
Pos Barclays Bank 882,exempt,BARCLAYS BANK
SQ *WESTMINSTER COUNCIL 3532 LEEDS LTD REF-4659,outside_scope,WESTMINSTER COUNCIL
Card Asda Supermarket 7683 Glasgow Plc,zero_rated,ASDA SUPERMARKET
POS SAGE SUBSCRIPTION LONDON UK,standard_rate,SAGE SUBSCRIPTION
POS ASDA SUPERMARKET  PLC,zero_rated,ASDA SUPERMARKET
Pos Boots Uk Manchester Ltd Ref-2233,standard_rate,BOOTS UK
DD BARCLAYS BANK 9403 BIRMINGHAM DIRECT,exempt,BARCLAYS BANK
Quickbooks 7443 Uk Direct,standard_rate,QUICKBOOKS
IZ *NATIONAL EXPRESS,zero_rated,NATIONAL EXPRESS
sq *barclays bank 5227  uk,exempt,BARCLAYS BANK
UBER EATS 2982 BIRMINGHAM ONLINE,standard_rate,UBER EATS
Hmrc Payments Uk Uk,outside_scope,HMRC PAYMENTS
sq *linkedin premium 6826 manchester direct ref-3862,standard_rate,LINKEDIN PREMIUM
Payment To Microsoft 365 521 Bristol,standard_rate,MICROSOFT 365
SQ *TRAINLINE 5532  STORE REF-3199,zero_rated,TRAINLINE
card stationery station 3337 birmingham direct,standard_rate,STATIONERY STATION
Sq *Lner Tickets Uk Uk Ref-7017,zero_rated,LNER TICKETS
DD GOOGLE WORKSPACE 6614 MANCHESTER LTD REF-2991,standard_rate,GOOGLE WORKSPACE
Payment To Sainsburys  Online,zero_rated,SAINSBURYS
PAYMENT TO LIDL GB 2540  STORE REF-1083,zero_rated,LIDL GB
EDF ENERGY 5233  REF-6844,reduced_rate,EDF ENERGY
DD SAINSBURYS 4705,zero_rated,SAINSBURYS
PAYMENT TO XERO SOFTWARE MANCHESTER LTD,standard_rate,XERO SOFTWARE
CARD MICROSOFT 365 8990 LEEDS STORE,standard_rate,MICROSOFT 365
IZ *WESTMINSTER COUNCIL 7465  DIRECT REF-1605,outside_scope,WESTMINSTER COUNCIL
CARD WESTMINSTER COUNCIL 7651  ONLINE,outside_scope,WESTMINSTER COUNCIL
stationery station  direct,standard_rate,STATIONERY STATION
Iz *Amazon Eu 4016 Uk Plc,standard_rate,AMAZON EU
